product_id,product_name,supplier_name,supplier_location,price,rating,description,features,type,prefixed_text,service_id,service_name,price_range
P076,industrial valves model 706,Supplier 7,"tokyo, japan",17413.0,4.1,"industrial valves designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 91 kg, Power: 203 kW",product,"industrial valves model 706 industrial valves designed for residential applications, with advanced features for durability and efficiency. price:17413 rating:4.1 location:tokyo, japan",,,
P077,filters model 697,Supplier 1,"new york, usa",4218.0,4.0,"filters designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 26 kg, Power: 367 kW",product,"filters model 697 filters designed for industrial applications, with advanced features for durability and efficiency. price:4218 rating:4.0 location:new york, usa",,,
P078,air compressors model 424,Supplier 12,"paris, france",13312.0,4.8,"air compressors designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 31 kg, Power: 179 kW",product,"air compressors model 424 air compressors designed for commercial applications, with advanced features for durability and efficiency. price:13312 rating:4.8 location:paris, france",,,
P079,hvac systems model 806,Supplier 26,"new york, usa",14493.0,3.6,"hvac systems designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 4 years, Weight: 30 kg, Power: 296 kW",product,"hvac systems model 806 hvac systems designed for residential applications, with advanced features for durability and efficiency. price:14493 rating:3.6 location:new york, usa",,,
P080,welding machines model 414,Supplier 16,"paris, france",9168.0,4.8,"welding machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 5 years, Weight: 65 kg, Power: 472 kW",product,"welding machines model 414 welding machines designed for industrial applications, with advanced features for durability and efficiency. price:9168 rating:4.8 location:paris, france",,,
P081,bolts and fasteners model 533,Supplier 22,"sydney, australia",5925.0,4.5,"bolts and fasteners designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 67 kg, Power: 64 kW",product,"bolts and fasteners model 533 bolts and fasteners designed for residential applications, with advanced features for durability and efficiency. price:5925 rating:4.5 location:sydney, australia",,,
P082,air compressors model 590,Supplier 20,"new york, usa",13612.0,4.4,"air compressors designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 56 kg, Power: 165 kW",product,"air compressors model 590 air compressors designed for industrial applications, with advanced features for durability and efficiency. price:13612 rating:4.4 location:new york, usa",,,
P083,bolts and fasteners model 980,Supplier 30,"paris, france",17245.0,4.1,"bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 10 kg, Power: 481 kW",product,"bolts and fasteners model 980 bolts and fasteners designed for commercial applications, with advanced features for durability and efficiency. price:17245 rating:4.1 location:paris, france",,,
P084,drilling equipment model 685,Supplier 1,"mumbai, india",8719.0,4.8,"drilling equipment designed for industrial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 78 kg, Power: 378 kW",product,"drilling equipment model 685 drilling equipment designed for industrial applications, with advanced features for durability and efficiency. price:8719 rating:4.8 location:mumbai, india",,,
P085,generators model 964,Supplier 19,"tokyo, japan",7432.0,3.6,"generators designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 2 years, Weight: 57 kg, Power: 89 kW",product,"generators model 964 generators designed for residential applications, with advanced features for durability and efficiency. price:7432 rating:3.6 location:tokyo, japan",,,
P086,welding machines model 654,Supplier 7,"toronto, canada",799.0,4.9,"welding machines designed for industrial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 1 years, Weight: 25 kg, Power: 96 kW",product,"welding machines model 654 welding machines designed for industrial applications, with advanced features for durability and efficiency. price:799 rating:4.9 location:toronto, canada",,,
P087,welding machines model 895,Supplier 19,"sydney, australia",17407.0,4.6,"welding machines designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 3 years, Weight: 65 kg, Power: 324 kW",product,"welding machines model 895 welding machines designed for commercial applications, with advanced features for durability and efficiency. price:17407 rating:4.6 location:sydney, australia",,,
P088,filters model 711,Supplier 28,"tokyo, japan",10642.0,5.0,"filters designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 3 years, Weight: 62 kg, Power: 111 kW",product,"filters model 711 filters designed for residential applications, with advanced features for durability and efficiency. price:10642 rating:5.0 location:tokyo, japan",,,
P089,filters model 209,Supplier 16,"sydney, australia",14908.0,3.7,"filters designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 2 years, Weight: 14 kg, Power: 189 kW",product,"filters model 209 filters designed for residential applications, with advanced features for durability and efficiency. price:14908 rating:3.7 location:sydney, australia",,,
P090,generators model 239,Supplier 7,"new york, usa",6233.0,4.7,"generators designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 1 years, Weight: 66 kg, Power: 356 kW",product,"generators model 239 generators designed for residential applications, with advanced features for durability and efficiency. price:6233 rating:4.7 location:new york, usa",,,
P091,hvac systems model 374,Supplier 30,"mumbai, india",14234.0,4.8,"hvac systems designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 80 kg, Power: 272 kW",product,"hvac systems model 374 hvac systems designed for industrial applications, with advanced features for durability and efficiency. price:14234 rating:4.8 location:mumbai, india",,,
P092,filters model 460,Supplier 30,"london, uk",16622.0,4.5,"filters designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 5 years, Weight: 25 kg, Power: 273 kW",product,"filters model 460 filters designed for residential applications, with advanced features for durability and efficiency. price:16622 rating:4.5 location:london, uk",,,
P093,filters model 491,Supplier 5,"sydney, australia",7039.0,4.2,"filters designed for residential applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 4 years, Weight: 67 kg, Power: 435 kW",product,"filters model 491 filters designed for residential applications, with advanced features for durability and efficiency. price:7039 rating:4.2 location:sydney, australia",,,
P094,generators model 107,Supplier 29,"toronto, canada",3740.0,3.9,"generators designed for residential applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 3 years, Weight: 60 kg, Power: 361 kW",product,"generators model 107 generators designed for residential applications, with advanced features for durability and efficiency. price:3740 rating:3.9 location:toronto, canada",,,
P095,generators model 884,Supplier 9,"beijing, china",5040.0,4.9,"generators designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 65 kg, Power: 214 kW",product,"generators model 884 generators designed for commercial applications, with advanced features for durability and efficiency. price:5040 rating:4.9 location:beijing, china",,,
P096,welding machines model 796,Supplier 12,"dubai, uae",17721.0,3.6,"welding machines designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 95 kg, Power: 348 kW",product,"welding machines model 796 welding machines designed for commercial applications, with advanced features for durability and efficiency. price:17721 rating:3.6 location:dubai, uae",,,
P097,hvac systems model 929,Supplier 1,"beijing, china",1671.0,3.5,"hvac systems designed for commercial applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 4 years, Weight: 88 kg, Power: 283 kW",product,"hvac systems model 929 hvac systems designed for commercial applications, with advanced features for durability and efficiency. price:1671 rating:3.5 location:beijing, china",,,
P098,bolts and fasteners model 308,Supplier 12,"new york, usa",12681.0,3.5,"bolts and fasteners designed for industrial applications, with advanced features for durability and efficiency.","Material: Plastic, Warranty: 5 years, Weight: 97 kg, Power: 136 kW",product,"bolts and fasteners model 308 bolts and fasteners designed for industrial applications, with advanced features for durability and efficiency. price:12681 rating:3.5 location:new york, usa",,,
P099,hvac systems model 653,Supplier 15,"paris, france",4078.0,4.4,"hvac systems designed for residential applications, with advanced features for durability and efficiency.","Material: Aluminum, Warranty: 3 years, Weight: 24 kg, Power: 323 kW",product,"hvac systems model 653 hvac systems designed for residential applications, with advanced features for durability and efficiency. price:4078 rating:4.4 location:paris, france",,,
P100,pumps model 612,Supplier 5,"tokyo, japan",4840.0,4.7,"pumps designed for commercial applications, with advanced features for durability and efficiency.","Material: Steel, Warranty: 3 years, Weight: 84 kg, Power: 55 kW",product,"pumps model 612 pumps designed for commercial applications, with advanced features for durability and efficiency. price:4840 rating:4.7 location:tokyo, japan",,,
,,supplier 12,"paris, france",,4.9,"repair services provided by supplier 12 for drilling equipment model 154, ensuring high-quality support and reliability.",,service,"spare parts supply for drilling equipment model 154 repair services provided by supplier 12 for drilling equipment model 154, ensuring high-quality support and reliability. pricerange:739-5058 location:paris, france supplier:supplier 12",S001,spare parts supply for drilling equipment model 154,739-5058
,,supplier 2,"toronto, canada",,3.6,"repair services provided by supplier 2 for air compressors model 619, ensuring high-quality support and reliability.",,service,"upgrades for air compressors model 619 repair services provided by supplier 2 for air compressors model 619, ensuring high-quality support and reliability. pricerange:2677-14155 location:toronto, canada supplier:supplier 2",S002,upgrades for air compressors model 619,2677-14155
,,supplier 16,"tokyo, japan",,3.9,"upgrades services provided by supplier 16 for hvac systems model 644, ensuring high-quality support and reliability.",,service,"calibration for hvac systems model 644 upgrades services provided by supplier 16 for hvac systems model 644, ensuring high-quality support and reliability. pricerange:718-6014 location:tokyo, japan supplier:supplier 16",S003,calibration for hvac systems model 644,718-6014
,,supplier 5,"tokyo, japan",,4.5,"spare parts supply services provided by supplier 5 for generators model 163, ensuring high-quality support and reliability.",,service,"upgrades for generators model 163 spare parts supply services provided by supplier 5 for generators model 163, ensuring high-quality support and reliability. pricerange:1900-10239 location:tokyo, japan supplier:supplier 5",S004,upgrades for generators model 163,1900-10239
,,supplier 5,"sydney, australia",,4.5,"repair services provided by supplier 5 for welding machines model 348, ensuring high-quality support and reliability.",,service,"emergency support for welding machines model 348 repair services provided by supplier 5 for welding machines model 348, ensuring high-quality support and reliability. pricerange:4563-11752 location:sydney, australia supplier:supplier 5",S005,emergency support for welding machines model 348,4563-11752
,,supplier 10,"sydney, australia",,3.8,"upgrades services provided by supplier 10 for hvac systems model 614, ensuring high-quality support and reliability.",,service,"repair for hvac systems model 614 upgrades services provided by supplier 10 for hvac systems model 614, ensuring high-quality support and reliability. pricerange:3166-5213 location:sydney, australia supplier:supplier 10",S006,repair for hvac systems model 614,3166-5213
,,supplier 12,"dubai, uae",,4.6,"inspection services provided by supplier 12 for conveyors model 204, ensuring high-quality support and reliability.",,service,"installation for conveyors model 204 inspection services provided by supplier 12 for conveyors model 204, ensuring high-quality support and reliability. pricerange:1443-17796 location:dubai, uae supplier:supplier 12",S007,installation for conveyors model 204,1443-17796
,,supplier 29,"berlin, germany",,4.4,"installation services provided by supplier 29 for generators model 107, ensuring high-quality support and reliability.",,service,"upgrades for generators model 107 installation services provided by supplier 29 for generators model 107, ensuring high-quality support and reliability. pricerange:2431-18203 location:berlin, germany supplier:supplier 29",S008,upgrades for generators model 107,2431-18203
,,supplier 10,"london, uk",,4.0,"installation services provided by supplier 10 for pumps model 163, ensuring high-quality support and reliability.",,service,"calibration for pumps model 163 installation services provided by supplier 10 for pumps model 163, ensuring high-quality support and reliability. pricerange:2164-5217 location:london, uk supplier:supplier 10",S009,calibration for pumps model 163,2164-5217
,,supplier 20,"paris, france",,4.4,"training services provided by supplier 20 for conveyors model 522, ensuring high-quality support and reliability.",,service,"emergency support for conveyors model 522 training services provided by supplier 20 for conveyors model 522, ensuring high-quality support and reliability. pricerange:2063-13072 location:paris, france supplier:supplier 20",S010,emergency support for conveyors model 522,2063-13072
,,supplier 20,"new york, usa",,4.0,"emergency support services provided by supplier 20 for welding machines model 654, ensuring high-quality support and reliability.",,service,"installation for welding machines model 654 emergency support services provided by supplier 20 for welding machines model 654, ensuring high-quality support and reliability. pricerange:4390-12549 location:new york, usa supplier:supplier 20",S011,installation for welding machines model 654,4390-12549
,,supplier 27,"new york, usa",,3.8,"consulting services provided by supplier 27 for air compressors model 619, ensuring high-quality support and reliability.",,service,"inspection for air compressors model 619 consulting services provided by supplier 27 for air compressors model 619, ensuring high-quality support and reliability. pricerange:1992-15676 location:new york, usa supplier:supplier 27",S012,inspection for air compressors model 619,1992-15676
,,supplier 16,"new york, usa",,4.7,"training services provided by supplier 16 for filters model 821, ensuring high-quality support and reliability.",,service,"maintenance for filters model 821 training services provided by supplier 16 for filters model 821, ensuring high-quality support and reliability. pricerange:2313-17058 location:new york, usa supplier:supplier 16",S013,maintenance for filters model 821,2313-17058
,,supplier 27,"new york, usa",,3.5,"repair services provided by supplier 27 for air compressors model 325, ensuring high-quality support and reliability.",,service,"emergency support for air compressors model 325 repair services provided by supplier 27 for air compressors model 325, ensuring high-quality support and reliability. pricerange:765-14434 location:new york, usa supplier:supplier 27",S014,emergency support for air compressors model 325,765-14434
,,supplier 12,"paris, france",,3.9,"installation services provided by supplier 12 for drilling equipment model 510, ensuring high-quality support and reliability.",,service,"training for drilling equipment model 510 installation services provided by supplier 12 for drilling equipment model 510, ensuring high-quality support and reliability. pricerange:4954-7693 location:paris, france supplier:supplier 12",S015,training for drilling equipment model 510,4954-7693
,,supplier 28,"tokyo, japan",,3.9,"training services provided by supplier 28 for hvac systems model 496, ensuring high-quality support and reliability.",,service,"repair for hvac systems model 496 training services provided by supplier 28 for hvac systems model 496, ensuring high-quality support and reliability. pricerange:730-10431 location:tokyo, japan supplier:supplier 28",S016,repair for hvac systems model 496,730-10431
,,supplier 16,"paris, france",,3.7,"consulting services provided by supplier 16 for drilling equipment model 847, ensuring high-quality support and reliability.",,service,"training for drilling equipment model 847 consulting services provided by supplier 16 for drilling equipment model 847, ensuring high-quality support and reliability. pricerange:3233-9692 location:paris, france supplier:supplier 16",S017,training for drilling equipment model 847,3233-9692
,,supplier 7,"mumbai, india",,4.9,"repair services provided by supplier 7 for air compressors model 619, ensuring high-quality support and reliability.",,service,"consulting for air compressors model 619 repair services provided by supplier 7 for air compressors model 619, ensuring high-quality support and reliability. pricerange:3927-19896 location:mumbai, india supplier:supplier 7",S018,consulting for air compressors model 619,3927-19896
,,supplier 12,"dubai, uae",,5.0,"spare parts supply services provided by supplier 12 for generators model 806, ensuring high-quality support and reliability.",,service,"consulting for generators model 806 spare parts supply services provided by supplier 12 for generators model 806, ensuring high-quality support and reliability. pricerange:3350-7831 location:dubai, uae supplier:supplier 12",S019,consulting for generators model 806,3350-7831
,,supplier 10,"london, uk",,4.0,"emergency support services provided by supplier 10 for bolts and fasteners model 533, ensuring high-quality support and reliability.",,service,"spare parts supply for bolts and fasteners model 533 emergency support services provided by supplier 10 for bolts and fasteners model 533, ensuring high-quality support and reliability. pricerange:2304-13161 location:london, uk supplier:supplier 10",S020,spare parts supply for bolts and fasteners model 533,2304-13161
,,supplier 26,"mumbai, india",,4.2,"training services provided by supplier 26 for industrial valves model 456, ensuring high-quality support and reliability.",,service,"calibration for industrial valves model 456 training services provided by supplier 26 for industrial valves model 456, ensuring high-quality support and reliability. pricerange:4983-13811 location:mumbai, india supplier:supplier 26",S021,calibration for industrial valves model 456,4983-13811
,,supplier 7,"paris, france",,3.7,"calibration services provided by supplier 7 for drilling equipment model 933, ensuring high-quality support and reliability.",,service,"inspection for drilling equipment model 933 calibration services provided by supplier 7 for drilling equipment model 933, ensuring high-quality support and reliability. pricerange:4163-8601 location:paris, france supplier:supplier 7",S022,inspection for drilling equipment model 933,4163-8601
,,supplier 7,"toronto, canada",,4.3,"upgrades services provided by supplier 7 for welding machines model 357, ensuring high-quality support and reliability.",,service,"emergency support for welding machines model 357 upgrades services provided by supplier 7 for welding machines model 357, ensuring high-quality support and reliability. pricerange:1580-15192 location:toronto, canada supplier:supplier 7",S023,emergency support for welding machines model 357,1580-15192
,,supplier 23,"mumbai, india",,4.9,"inspection services provided by supplier 23 for hvac systems model 248, ensuring high-quality support and reliability.",,service,"consulting for hvac systems model 248 inspection services provided by supplier 23 for hvac systems model 248, ensuring high-quality support and reliability. pricerange:684-10069 location:mumbai, india supplier:supplier 23",S024,consulting for hvac systems model 248,684-10069
,,supplier 26,"beijing, china",,4.3,"spare parts supply services provided by supplier 26 for bolts and fasteners model 205, ensuring high-quality support and reliability.",,service,"installation for bolts and fasteners model 205 spare parts supply services provided by supplier 26 for bolts and fasteners model 205, ensuring high-quality support and reliability. pricerange:633-8780 location:beijing, china supplier:supplier 26",S025,installation for bolts and fasteners model 205,633-8780
,,supplier 1,"mumbai, india",,4.3,"installation services provided by supplier 1 for industrial valves model 709, ensuring high-quality support and reliability.",,service,"installation for industrial valves model 709 installation services provided by supplier 1 for industrial valves model 709, ensuring high-quality support and reliability. pricerange:1454-19875 location:mumbai, india supplier:supplier 1",S026,installation for industrial valves model 709,1454-19875
,,supplier 7,"mumbai, india",,4.4,"emergency support services provided by supplier 7 for bolts and fasteners model 336, ensuring high-quality support and reliability.",,service,"maintenance for bolts and fasteners model 336 emergency support services provided by supplier 7 for bolts and fasteners model 336, ensuring high-quality support and reliability. pricerange:3426-18118 location:mumbai, india supplier:supplier 7",S027,maintenance for bolts and fasteners model 336,3426-18118
,,supplier 7,"paris, france",,4.2,"inspection services provided by supplier 7 for filters model 208, ensuring high-quality support and reliability.",,service,"spare parts supply for filters model 208 inspection services provided by supplier 7 for filters model 208, ensuring high-quality support and reliability. pricerange:2413-15844 location:paris, france supplier:supplier 7",S028,spare parts supply for filters model 208,2413-15844
,,supplier 9,"beijing, china",,4.2,"repair services provided by supplier 9 for industrial valves model 709, ensuring high-quality support and reliability.",,service,"emergency support for industrial valves model 709 repair services provided by supplier 9 for industrial valves model 709, ensuring high-quality support and reliability. pricerange:4876-15567 location:beijing, china supplier:supplier 9",S029,emergency support for industrial valves model 709,4876-15567
,,supplier 30,"mumbai, india",,4.5,"consulting services provided by supplier 30 for air compressors model 939, ensuring high-quality support and reliability.",,service,"upgrades for air compressors model 939 consulting services provided by supplier 30 for air compressors model 939, ensuring high-quality support and reliability. pricerange:1893-6280 location:mumbai, india supplier:supplier 30",S030,upgrades for air compressors model 939,1893-6280
,,supplier 12,"dubai, uae",,3.6,"installation services provided by supplier 12 for hvac systems model 333, ensuring high-quality support and reliability.",,service,"spare parts supply for hvac systems model 333 installation services provided by supplier 12 for hvac systems model 333, ensuring high-quality support and reliability. pricerange:4978-13448 location:dubai, uae supplier:supplier 12",S031,spare parts supply for hvac systems model 333,4978-13448
,,supplier 29,"berlin, germany",,4.3,"emergency support services provided by supplier 29 for hvac systems model 664, ensuring high-quality support and reliability.",,service,"training for hvac systems model 664 emergency support services provided by supplier 29 for hvac systems model 664, ensuring high-quality support and reliability. pricerange:3098-19916 location:berlin, germany supplier:supplier 29",S032,training for hvac systems model 664,3098-19916
,,supplier 23,"mumbai, india",,4.0,"consulting services provided by supplier 23 for hvac systems model 653, ensuring high-quality support and reliability.",,service,"training for hvac systems model 653 consulting services provided by supplier 23 for hvac systems model 653, ensuring high-quality support and reliability. pricerange:2409-10407 location:mumbai, india supplier:supplier 23",S033,training for hvac systems model 653,2409-10407
,,supplier 20,"paris, france",,4.9,"calibration services provided by supplier 20 for air compressors model 325, ensuring high-quality support and reliability.",,service,"training for air compressors model 325 calibration services provided by supplier 20 for air compressors model 325, ensuring high-quality support and reliability. pricerange:533-17211 location:paris, france supplier:supplier 20",S034,training for air compressors model 325,533-17211
,,supplier 27,"new york, usa",,3.9,"installation services provided by supplier 27 for welding machines model 348, ensuring high-quality support and reliability.",,service,"spare parts supply for welding machines model 348 installation services provided by supplier 27 for welding machines model 348, ensuring high-quality support and reliability. pricerange:1768-12887 location:new york, usa supplier:supplier 27",S035,spare parts supply for welding machines model 348,1768-12887
,,supplier 7,"tokyo, japan",,4.3,"repair services provided by supplier 7 for bolts and fasteners model 205, ensuring high-quality support and reliability.",,service,"consulting for bolts and fasteners model 205 repair services provided by supplier 7 for bolts and fasteners model 205, ensuring high-quality support and reliability. pricerange:4429-8699 location:tokyo, japan supplier:supplier 7",S036,consulting for bolts and fasteners model 205,4429-8699
,,supplier 26,"dubai, uae",,3.7,"upgrades services provided by supplier 26 for air compressors model 848, ensuring high-quality support and reliability.",,service,"inspection for air compressors model 848 upgrades services provided by supplier 26 for air compressors model 848, ensuring high-quality support and reliability. pricerange:3898-10920 location:dubai, uae supplier:supplier 26",S037,inspection for air compressors model 848,3898-10920
,,supplier 27,"london, uk",,4.2,"maintenance services provided by supplier 27 for pumps model 163, ensuring high-quality support and reliability.",,service,"calibration for pumps model 163 maintenance services provided by supplier 27 for pumps model 163, ensuring high-quality support and reliability. pricerange:4650-9978 location:london, uk supplier:supplier 27",S038,calibration for pumps model 163,4650-9978
,,supplier 5,"tokyo, japan",,4.3,"repair services provided by supplier 5 for drilling equipment model 421, ensuring high-quality support and reliability.",,service,"upgrades for drilling equipment model 421 repair services provided by supplier 5 for drilling equipment model 421, ensuring high-quality support and reliability. pricerange:2975-12091 location:tokyo, japan supplier:supplier 5",S039,upgrades for drilling equipment model 421,2975-12091
,,supplier 9,"mumbai, india",,4.4,"calibration services provided by supplier 9 for drilling equipment model 847, ensuring high-quality support and reliability.",,service,"repair for drilling equipment model 847 calibration services provided by supplier 9 for drilling equipment model 847, ensuring high-quality support and reliability. pricerange:1005-8720 location:mumbai, india supplier:supplier 9",S040,repair for drilling equipment model 847,1005-8720
,,supplier 14,"mumbai, india",,3.5,"emergency support services provided by supplier 14 for air compressors model 848, ensuring high-quality support and reliability.",,service,"training for air compressors model 848 emergency support services provided by supplier 14 for air compressors model 848, ensuring high-quality support and reliability. pricerange:2301-6240 location:mumbai, india supplier:supplier 14",S041,training for air compressors model 848,2301-6240
,,supplier 27,"toronto, canada",,3.7,"training services provided by supplier 27 for air compressors model 590, ensuring high-quality support and reliability.",,service,"emergency support for air compressors model 590 training services provided by supplier 27 for air compressors model 590, ensuring high-quality support and reliability. pricerange:978-9361 location:toronto, canada supplier:supplier 27",S042,emergency support for air compressors model 590,978-9361
,,supplier 20,"mumbai, india",,5.0,"upgrades services provided by supplier 20 for air compressors model 602, ensuring high-quality support and reliability.",,service,"training for air compressors model 602 upgrades services provided by supplier 20 for air compressors model 602, ensuring high-quality support and reliability. pricerange:1060-10580 location:mumbai, india supplier:supplier 20",S043,training for air compressors model 602,1060-10580
,,supplier 28,"tokyo, japan",,3.9,"consulting services provided by supplier 28 for generators model 997, ensuring high-quality support and reliability.",,service,"maintenance for generators model 997 consulting services provided by supplier 28 for generators model 997, ensuring high-quality support and reliability. pricerange:2076-15817 location:tokyo, japan supplier:supplier 28",S044,maintenance for generators model 997,2076-15817
,,supplier 28,"tokyo, japan",,3.6,"upgrades services provided by supplier 28 for drilling equipment model 685, ensuring high-quality support and reliability.",,service,"spare parts supply for drilling equipment model 685 upgrades services provided by supplier 28 for drilling equipment model 685, ensuring high-quality support and reliability. pricerange:2621-9997 location:tokyo, japan supplier:supplier 28",S045,spare parts supply for drilling equipment model 685,2621-9997
,,supplier 7,"mumbai, india",,4.9,"calibration services provided by supplier 7 for air compressors model 424, ensuring high-quality support and reliability.",,service,"consulting for air compressors model 424 calibration services provided by supplier 7 for air compressors model 424, ensuring high-quality support and reliability. pricerange:4212-8496 location:mumbai, india supplier:supplier 7",S046,consulting for air compressors model 424,4212-8496
,,supplier 20,"mumbai, india",,4.3,"repair services provided by supplier 20 for drilling equipment model 421, ensuring high-quality support and reliability.",,service,"training for drilling equipment model 421 repair services provided by supplier 20 for drilling equipment model 421, ensuring high-quality support and reliability. pricerange:3113-15700 location:mumbai, india supplier:supplier 20",S047,training for drilling equipment model 421,3113-15700
,,supplier 25,"dubai, uae",,4.7,"upgrades services provided by supplier 25 for filters model 711, ensuring high-quality support and reliability.",,service,"consulting for filters model 711 upgrades services provided by supplier 25 for filters model 711, ensuring high-quality support and reliability. pricerange:4455-7632 location:dubai, uae supplier:supplier 25",S048,consulting for filters model 711,4455-7632
,,supplier 5,"tokyo, japan",,4.5,"installation services provided by supplier 5 for welding machines model 631, ensuring high-quality support and reliability.",,service,"installation for welding machines model 631 installation services provided by supplier 5 for welding machines model 631, ensuring high-quality support and reliability. pricerange:2367-12991 location:tokyo, japan supplier:supplier 5",S049,installation for welding machines model 631,2367-12991
,,supplier 9,"sydney, australia",,3.6,"spare parts supply services provided by supplier 9 for industrial valves model 998, ensuring high-quality support and reliability.",,service,"upgrades for industrial valves model 998 spare parts supply services provided by supplier 9 for industrial valves model 998, ensuring high-quality support and reliability. pricerange:4697-14087 location:sydney, australia supplier:supplier 9",S050,upgrades for industrial valves model 998,4697-14087
